des_time,des_pos,des_vel,des_tau,meas_time,meas_pos,meas_vel,meas_tau
1.080000000000000071e+00,2.504508908594132999e-01,-3.402154435126641729e+00,-3.825386266878684882e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.090000000000000080e+00,2.154614706098486598e-01,-3.592736203250328497e+00,-3.984257797122131795e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.100000000000000089e+00,1.786415289827630315e-01,-3.768086494446556411e+00,-4.124052485791349199e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.110000000000000098e+00,1.401503647755740489e-01,-3.926823365900258711e+00,-4.243829086032336662e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.120000000000000107e+00,1.001607206683500784e-01,-4.067642573385259475e+00,-4.342751017558311943e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.130000000000000115e+00,5.885791849927533848e-02,-4.189335021568008521e+00,-4.420081070381987054e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140000000000000124e+00,1.643882445882176996e-02,-4.290803234100363461e+00,-4.475211586271753639e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000000133e+00,-2.688934674663880087e-02,-4.371076994018288531e+00,-4.507664631070116279e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.159999999999999920e+00,-7.091037456258153515e-02,-4.429326980369392430e+00,-4.517115902282466955e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.169999999999999929e+00,-1.154005019081640465e-01,-4.464876384977872981e+00,-4.503394314767670714e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.179999999999999938e+00,-1.601300062948979031e-01,-4.477209595116860896e+00,-4.466480143227959054e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.189999999999999947e+00,-2.048648416640207470e-01,-4.465977616619026591e+00,-4.406533784751162308e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.199999999999999956e+00,-2.493683205903129696e-01,-4.431000710657047037e+00,-4.323863761274231443e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.209999999999999964e+00,-2.934028026185290239e-01,-4.372266996973106501e+00,-4.218941441897415601e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.219999999999999973e+00,-3.367313538597686007e-01,-4.289928141980382748e+00,-4.092396271970146771e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.229999999999999982e+00,-3.791193481245404562e-01,-4.184292041254385808e+00,-3.944981210833112151e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.239999999999999991e+00,-4.203359785963821649e-01,-4.055812329044642617e+00,-3.777593335425897259e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.250000000000000000e+00,-4.601556566597974629e-01,-3.905076398328547693e+00,-3.591233374343695051e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.260000000000000009e+00,-4.983592797979419231e-01,-3.732791303288829354e+00,-3.387003305860445845e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.270000000000000018e+00,-5.347353545994255608e-01,-3.539768990509584601e+00,-3.166084935386242805e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.280000000000000027e+00,-5.690809695576070082e-01,-3.326911135726766666e+00,-2.929732835999158347e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.290000000000000036e+00,-6.012026184109949822e-01,-3.095194516844158361e+00,-2.679244188901142021e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.300000000000000044e+00,-6.309168799546283068e-01,-2.845657024688353243e+00,-2.415950780025895472e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.310000000000000053e+00,-6.580509655131573377e-01,-2.579385258584897755e+00,-2.141213578684539875e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.320000000000000062e+00,-6.824431522353525681e-01,-2.297504151291446473e+00,-1.856397060436176139e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.330000000000000071e+00,-7.039431219277124674e-01,-2.001168489591546695e+00,-1.562860427970196753e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
